ID,Branch,City,Customer type,Productline,Unit_Price,Sales price,Quantity,TAX 5%,Total,Date,Time,Payment,cogs,Profit,Net of Tax profit,Gross Profit %,gross margin percentage,perc,Country,Hours,Age,Rating
488-25-4221,C,Naypyitaw,Member,Food and beverages,27.369,30.41,1,1.5205,31.9305,D,10:36,Credit card,27.369,3.041,1.5205,11%,1.17,4.00%,United Kingdom,noun,25,8
239-10-7476,A,Yangon,Normal,Home and lifestyle,61.5805,77.95,6,23.385,491.085,D,16:37,Ewallet,369.483,98.217,74.832,27%,1.33,47.00%,United Kingdom,noun,49,8
458-41-1477,C,Naypyitaw,Normal,Health and beauty,25.443,46.26,6,13.878,291.438,A,17:11,Credit card,152.658,124.902,111.024,82%,1.91,21.00%,United Kingdom,noun,35,10
685-64-1609,A,Yangon,Member,Fashion accessories,17.4812,30.14,10,15.07,316.47,O,12:28,Ewallet,174.812,126.588,111.518,72%,1.81,14.00%,United Kingdom,noun,29,9
568-90-5112,C,Naypyitaw,Normal,Health and beauty,41.0068,66.14,4,13.228,277.788,D,12:46,Credit card,164.0272,100.5328,87.3048,61%,1.69,50.00%,United Kingdom,noun,39,6
262-47-2794,B,Mandalay,Member,Home and lifestyle,60.3624,71.86,8,28.744,603.624,J,15:07,Credit card,482.8992,91.9808,63.2368,19%,1.25,50.00%,United Kingdom,noun,43,6
238-49-0436,A,Yangon,Normal,Health and beauty,22.722,32.46,8,12.984,272.664,D,13:48,Credit card,181.776,77.904,64.92,43%,1.50,50.00%,United Kingdom,noun,49,5
608-96-3517,B,Mandalay,Member,Fashion accessories,50.347,91.54,4,18.308,384.468,D,19:20,Credit card,201.388,164.772,146.464,82%,1.91,8.00%,United Kingdom,noun,51,5
584-86-7256,C,Naypyitaw,Member,Sports and travel,6.912,34.56,7,12.096,254.016,N,16:07,Credit card,48.384,193.536,181.44,400%,5.25,30.00%,United Kingdom,noun,51,7
746-94-0204,A,Yangon,Normal,Fashion accessories,47.4468,83.24,9,37.458,786.618,D,11:56,Credit card,427.0212,322.1388,284.6808,75%,1.84,34.00%,United Kingdom,noun,36,7
214-17-6927,C,Naypyitaw,Normal,Food and beverages,14.008,16.48,6,4.944,103.824,J,18:23,Ewallet,84.048,14.832,9.888,18%,1.24,38.00%,United Kingdom,noun,21,10
400-89-4171,C,Naypyitaw,Normal,Sports and travel,23.4813,80.97,8,32.388,680.148,D,13:05,Cash,187.8504,459.9096,427.5216,245%,3.62,10.00%,United Kingdom,noun,15,9
782-95-9291,A,Yangon,Member,Food and beverages,91.3671,92.29,5,23.0725,484.5225,D,15:55,Credit card,456.8355,4.6145,-18.458,1%,1.06,16.00%,United Kingdom,noun,53,9
279-74-2924,B,Mandalay,Member,Electronic accessories,60.6228,72.17,1,3.6085,75.7785,A,19:40,Cash,60.6228,11.5472,7.9387,19%,1.25,9.00%,United Kingdom,noun,46,6
307-85-2293,B,Mandalay,Normal,Home and lifestyle,47.766,50.28,5,12.57,263.97,J,13:58,Ewallet,238.83,12.57,1.42109E-14,5%,1.11,3.00%,United Kingdom,noun,54,10
743-04-1105,B,Mandalay,Member,Health and beauty,69.0262,97.22,9,43.749,918.729,D,14:43,Ewallet,621.2358,253.7442,209.9952,41%,1.48,15.00%,United Kingdom,noun,25,6
423-57-2993,B,Mandalay,Normal,Sports and travel,24.2814,93.39,6,28.017,588.357,D,19:18,Ewallet,145.6884,414.6516,386.6346,285%,4.04,32.00%,United Kingdom,noun,25,10
894-41-5205,C,Naypyitaw,Normal,Food and beverages,39.7256,43.18,8,17.272,362.712,D,19:39,Credit card,317.8048,27.6352,10.3632,9%,1.14,21.00%,United Kingdom,noun,46,8
275-28-0149,A,Yangon,Normal,Sports and travel,19.107,63.69,1,3.1845,66.8745,D,16:21,Cash,19.107,44.583,41.3985,233%,3.50,44.00%,United Kingdom,noun,39,6
101-17-6199,A,Yangon,Normal,Food and beverages,38.9215,45.79,7,16.0265,336.5565,D,19:44,Credit card,272.4505,48.0795,32.053,18%,1.24,-5.00%,United Kingdom,noun,48,7
423-80-0988,C,Naypyitaw,Normal,Sports and travel,21.392,76.4,2,7.64,160.44,D,19:42,Ewallet,42.784,110.016,102.376,257%,3.75,27.00%,United Kingdom,noun,27,7
548-46-9322,B,Mandalay,Normal,Food and beverages,37.905,39.9,10,19.95,418.95,D,15:24,Credit card,379.05,19.95,4.61853E-14,5%,1.11,40.00%,United Kingdom,noun,30,6
505-02-0892,B,Mandalay,Member,Health and beauty,26.3934,42.57,8,17.028,357.588,D,14:12,Ewallet,211.1472,129.4128,112.3848,61%,1.69,34.00%,United Kingdom,noun,35,6
234-65-2137,C,Naypyitaw,Normal,Home and lifestyle,93.6684,95.58,10,47.79,1003.59,D,13:32,Cash,936.684,19.116,-28.674,2%,1.07,23.00%,United Kingdom,noun,55,5
687-47-8271,A,Yangon,Normal,Fashion accessories,53.4492,98.98,10,49.49,1039.29,D,16:20,Credit card,534.492,455.308,405.818,85%,1.94,33.00%,United Kingdom,noun,42,9
796-32-9050,A,Yangon,Normal,Food and beverages,48.2032,51.28,6,15.384,323.064,D,16:31,Cash,289.2192,18.4608,3.0768,6%,1.12,14.00%,United Kingdom,noun,51,7
105-31-1824,A,Yangon,Member,Sports and travel,16.6848,69.52,7,24.332,510.972,D,15:10,Credit card,116.7936,369.8464,345.5144,317%,4.38,36.00%,United Kingdom,noun,45,9
249-42-3782,A,Yangon,Normal,Health and beauty,35.005,70.01,5,17.5025,367.5525,D,11:36,Ewallet,175.025,175.025,157.5225,100%,2.10,4.00%,United Kingdom,noun,46,6
316-55-4634,B,Mandalay,Member,Food and beverages,76.0475,80.05,5,20.0125,420.2625,D,12:45,Credit card,380.2375,20.0125,0,5%,1.11,15.00%,United Kingdom,noun,21,9
733-33-4967,C,Naypyitaw,Normal,Electronic accessories,17.931,20.85,8,8.34,175.14,D,19:17,Cash,143.448,23.352,15.012,16%,1.22,-1.00%,United Kingdom,noun,28,6
608-27-6295,B,Mandalay,Member,Electronic accessories,37.5519,52.89,6,15.867,333.207,D,17:34,Credit card,225.3114,92.0286,76.1616,41%,1.48,20.00%,United Kingdom,noun,18,10
414-12-7047,B,Mandalay,Normal,Food and beverages,16.6236,19.79,8,7.916,166.236,D,12:04,Ewallet,132.9888,25.3312,17.4152,19%,1.25,2.00%,United Kingdom,noun,40,9
827-26-2100,A,Yangon,Member,Home and lifestyle,24.0264,33.84,9,15.228,319.788,D,16:21,Ewallet,216.2376,88.3224,73.0944,41%,1.48,39.00%,United Kingdom,noun,26,9
175-54-2529,A,Yangon,Member,Food and beverages,21.5049,22.17,8,8.868,186.228,D,17:01,Credit card,172.0392,5.3208,-3.5472,3%,1.08,41.00%,United Kingdom,noun,19,10
139-52-2867,C,Naypyitaw,Normal,Fashion accessories,11.4801,22.51,7,7.8785,165.4485,D,10:50,Credit card,80.3607,77.2093,69.3308,96%,2.06,3.00%,United Kingdom,noun,65,5
407-63-8975,A,Yangon,Normal,Food and beverages,67.9696,73.88,6,22.164,465.444,D,19:16,Ewallet,407.8176,35.4624,13.2984,9%,1.14,-4.00%,United Kingdom,noun,46,4
342-65-4817,C,Naypyitaw,Member,Health and beauty,61.628,86.8,3,13.02,273.42,D,16:47,Ewallet,184.884,75.516,62.496,41%,1.48,41.00%,United Kingdom,noun,53,10
130-98-8941,C,Naypyitaw,Normal,Fashion accessories,35.343,64.26,7,22.491,472.311,S,10:00,Cash,247.401,202.419,179.928,82%,1.91,26.00%,United Kingdom,noun,23,6
434-83-9547,C,Naypyitaw,Member,Food and beverages,40.3935,38.47,8,15.388,323.148,S,11:51,Cash,323.148,-15.388,-30.776,-5%,1.00,38.00%,United Kingdom,noun,38,8
851-28-6367,A,Yangon,Member,Food and beverages,14.105,15.5,10,7.75,162.75,S,10:55,Ewallet,141.05,13.95,6.2,10%,1.15,-1.00%,United Kingdom,noun,30,8
824-88-3614,C,Naypyitaw,Normal,Health and beauty,26.4187,34.31,8,13.724,288.204,S,15:00,Ewallet,211.3496,63.1304,49.4064,30%,1.36,24.00%,United Kingdom,noun,43,6
586-25-0848,A,Yangon,Normal,Food and beverages,11.2294,12.34,7,4.319,90.699,A,11:19,Credit card,78.6058,7.7742,3.4552,10%,1.15,15.00%,United Kingdom,noun,34,7
895-66-0685,B,Mandalay,Member,Food and beverages,16.4528,18.08,3,2.712,56.952,M,19:46,Ewallet,49.3584,4.8816,2.1696,10%,1.15,36.00%,United Kingdom,noun,44,8
305-14-0245,B,Mandalay,Member,Home and lifestyle,74.6471,94.49,8,37.796,793.716,M,19:00,Ewallet,597.1768,158.7432,120.9472,27%,1.33,-4.00%,United Kingdom,noun,46,8
732-04-5373,B,Mandalay,Member,Home and lifestyle,44.1465,46.47,4,9.294,195.174,A,10:53,Cash,176.586,9.294,0,5%,1.11,46.00%,United Kingdom,noun,34,7
400-60-7251,A,Yangon,Normal,Home and lifestyle,68.1444,74.07,1,3.7035,77.7735,O,12:50,Ewallet,68.1444,5.9256,2.2221,9%,1.14,41.00%,United Kingdom,noun,15,10
593-65-1552,C,Naypyitaw,Normal,Home and lifestyle,67.7157,69.81,4,13.962,293.202,O,20:50,Credit card,270.8628,8.3772,-5.5848,3%,1.08,2.00%,United Kingdom,noun,18,6
284-34-9626,B,Mandalay,Normal,Home and lifestyle,69.336,77.04,3,11.556,242.676,N,10:39,Credit card,208.008,23.112,11.556,11%,1.17,34.00%,United Kingdom,noun,38,7
437-58-8131,B,Mandalay,Normal,Fashion accessories,41.1712,73.52,2,7.352,154.392,N,13:41,Ewallet,82.3424,64.6976,57.3456,79%,1.88,25.00%,United Kingdom,noun,67,5
286-43-6208,C,Naypyitaw,Normal,Food and beverages,90.434,87.8,9,39.51,829.71,N,19:08,Cash,813.906,-23.706,-63.216,-3%,1.02,0.00%,United Kingdom,noun,45,9
641-43-2399,B,Mandalay,Normal,Home and lifestyle,24.7835,25.55,4,5.11,107.31,N,20:23,Ewallet,99.134,3.066,-2.044,3%,1.08,10.00%,United Kingdom,noun,45,6
831-07-6050,A,Yangon,Normal,Electronic accessories,21.9157,32.71,5,8.1775,171.7275,N,11:30,Credit card,109.5785,53.9715,45.794,49%,1.57,30.00%,United Kingdom,noun,51,10
556-86-3144,C,Naypyitaw,Member,Fashion accessories,37.8879,74.29,1,3.7145,78.0045,N,19:30,Cash,37.8879,36.4021,32.6876,96%,2.06,5.00%,United Kingdom,noun,66,5
848-24-9445,C,Naypyitaw,Member,Health and beauty,30.153,43.7,2,4.37,91.77,N,18:03,Cash,60.306,27.094,22.724,45%,1.52,11.00%,United Kingdom,noun,40,5
856-22-8149,A,Yangon,Normal,Home and lifestyle,18.9675,25.29,1,1.2645,26.5545,N,10:13,Ewallet,18.9675,6.3225,5.058,33%,1.40,35.00%,Australia,noun,28,6
699-01-4164,C,Naypyitaw,Normal,Health and beauty,28.22,41.5,4,8.3,174.3,D,19:58,Credit card,112.88,53.12,44.82,47%,1.54,1.00%,Australia,noun,17,8
420-11-4919,C,Naypyitaw,Member,Food and beverages,69.9622,71.39,5,17.8475,374.7975,D,19:57,Credit card,349.811,7.139,-10.7085,2%,1.07,7.00%,Australia,noun,46,6
606-80-4905,C,Naypyitaw,Member,Food and beverages,17.4265,19.15,6,5.745,120.645,D,10:01,Credit card,104.559,10.341,4.596,10%,1.15,41.00%,Australia,noun,28,7
542-41-0513,B,Mandalay,Member,Electronic accessories,38.5183,57.49,4,11.498,241.458,D,11:57,Cash,154.0732,75.8868,64.3888,49%,1.57,23.00%,Australia,noun,30,7
426-39-2418,C,Naypyitaw,Normal,Electronic accessories,40.5306,61.41,7,21.4935,451.3635,D,10:02,Cash,283.7142,146.1558,124.6623,52%,1.59,3.00%,Australia,noun,55,10
875-46-5808,B,Mandalay,Member,Health and beauty,15.799,25.9,10,12.95,271.95,D,14:51,Ewallet,157.99,101.01,88.06,64%,1.72,40.00%,Australia,noun,23,9
394-43-4238,B,Mandalay,Member,Home and lifestyle,13.3275,17.77,5,4.4425,93.2925,D,12:42,Credit card,66.6375,22.2125,17.77,33%,1.40,7.00%,Australia,noun,28,5
749-24-1565,A,Yangon,Normal,Health and beauty,11.0544,23.03,9,10.3635,217.6335,D,12:02,Ewallet,99.4896,107.7804,97.4169,108%,2.19,-3.00%,Australia,noun,40,8
672-51-8681,C,Naypyitaw,Member,Electronic accessories,51.987,66.65,9,29.9925,629.8425,D,18:19,Credit card,467.883,131.967,101.9745,28%,1.35,9.00%,Australia,noun,32,10
263-87-5680,C,Naypyitaw,Member,Home and lifestyle,22.5387,28.53,10,14.265,299.565,D,17:38,Ewallet,225.387,59.913,45.648,27%,1.33,22.00%,Australia,noun,21,8
573-58-9734,B,Mandalay,Normal,Fashion accessories,16.0961,30.37,3,4.5555,95.6655,D,13:41,Ewallet,48.2883,42.8217,38.2662,89%,1.98,23.00%,Australia,noun,38,5
817-69-8206,B,Mandalay,Normal,Electronic accessories,71.8056,99.73,9,44.8785,942.4485,D,19:42,Credit card,646.2504,251.3196,206.4411,39%,1.46,18.00%,Australia,noun,20,7
888-02-0338,A,Yangon,Normal,Electronic accessories,21.2463,26.23,9,11.8035,247.8735,D,20:24,Ewallet,191.2167,44.8533,33.0498,23%,1.30,20.00%,Australia,noun,55,6
677-11-0152,C,Naypyitaw,Normal,Food and beverages,89.5296,93.26,9,41.967,881.307,D,18:08,Cash,805.7664,33.5736,-8.3934,4%,1.09,18.00%,United Kingdom,noun,17,9
142-63-6033,B,Mandalay,Normal,Home and lifestyle,89.5892,92.36,5,23.09,484.89,D,19:17,Ewallet,447.946,13.854,-9.236,3%,1.08,-2.00%,United Kingdom,noun,71,5
656-16-1063,B,Mandalay,Normal,Food and beverages,42.2422,46.42,3,6.963,146.223,A,13:24,Credit card,126.7266,12.5334,5.5704,10%,1.15,47.00%,United Kingdom,noun,66,4
891-58-8335,B,Mandalay,Member,Food and beverages,26.9451,29.61,7,10.3635,217.6335,N,15:53,Cash,188.6157,18.6543,8.2908,10%,1.15,22.00%,United Kingdom,noun,27,7
802-43-8934,A,Yangon,Normal,Home and lifestyle,15.1724,18.28,1,0.914,19.194,N,15:05,Credit card,15.1724,3.1076,2.1936,20%,1.27,45.00%,United Kingdom,noun,52,8
560-30-5617,B,Mandalay,Normal,Food and beverages,22.5407,24.77,5,6.1925,130.0425,N,18:27,Cash,112.7035,11.1465,4.954,10%,1.15,49.00%,United Kingdom,noun,55,9
319-74-2561,A,Yangon,Member,Electronic accessories,70.0336,94.64,3,14.196,298.116,N,16:55,Cash,210.1008,73.8192,59.6232,35%,1.42,22.00%,United Kingdom,noun,53,6
549-03-9315,B,Mandalay,Normal,Fashion accessories,51.2298,94.87,8,37.948,796.908,D,12:58,Ewallet,409.8384,349.1216,311.1736,85%,1.94,5.00%,United Kingdom,noun,34,9
790-29-1172,B,Mandalay,Normal,Food and beverages,56.1932,57.34,3,8.601,180.621,O,18:59,Credit card,168.5796,3.4404,-5.1606,2%,1.07,42.00%,United Kingdom,noun,34,8
239-36-3640,B,Mandalay,Normal,Electronic accessories,32.652,45.35,6,13.605,285.705,D,13:44,Ewallet,195.912,76.188,62.583,39%,1.46,8.00%,United Kingdom,noun,46,6
468-01-2051,B,Mandalay,Normal,Food and beverages,58.3552,62.08,7,21.728,456.288,J,13:46,Ewallet,408.4864,26.0736,4.3456,6%,1.12,-4.00%,United Kingdom,noun,42,5
389-25-3394,C,Naypyitaw,Normal,Electronic accessories,8.9756,11.81,5,2.9525,62.0025,D,18:06,Cash,44.878,14.172,11.2195,32%,1.38,-2.00%,United Kingdom,noun,44,9
279-62-1445,C,Naypyitaw,Member,Fashion accessories,7.0224,12.54,1,0.627,13.167,D,12:38,Cash,7.0224,5.5176,4.8906,79%,1.88,7.00%,United Kingdom,noun,34,8
213-72-6612,A,Yangon,Normal,Food and beverages,41.52,43.25,2,4.325,90.825,D,15:56,Cash,83.04,3.46,-0.865,4%,1.09,25.00%,United Kingdom,noun,27,6
746-68-6593,C,Naypyitaw,Member,Food and beverages,79.3156,87.16,2,8.716,183.036,D,14:29,Credit card,158.6312,15.6888,6.9728,10%,1.15,32.00%,United Kingdom,noun,46,10
836-82-5858,B,Mandalay,Member,Health and beauty,40.9283,69.37,9,31.2165,655.5465,D,19:14,Ewallet,368.3547,255.9753,224.7588,69%,1.78,38.00%,United Kingdom,noun,48,4
583-72-1480,C,Naypyitaw,Member,Electronic accessories,32.6128,37.06,4,7.412,155.652,D,16:24,Ewallet,130.4512,17.7888,10.3768,14%,1.19,49.00%,United Kingdom,noun,31,10
466-61-5506,B,Mandalay,Member,Electronic accessories,58.955,90.7,6,27.21,571.41,D,10:52,Cash,353.73,190.47,163.26,54%,1.62,7.00%,United Kingdom,noun,49,5
721-86-6247,A,Yangon,Normal,Home and lifestyle,52.0044,63.42,8,25.368,532.728,D,12:55,Ewallet,416.0352,91.3248,65.9568,22%,1.28,34.00%,United Kingdom,noun,44,7
289-65-5721,B,Mandalay,Normal,Fashion accessories,48.822,81.37,2,8.137,170.877,D,19:28,Cash,97.644,65.096,56.959,67%,1.75,42.00%,United Kingdom,noun,43,7
545-46-3100,B,Mandalay,Member,Electronic accessories,8.0484,10.59,3,1.5885,33.3585,D,13:52,Credit card,24.1452,7.6248,6.0363,32%,1.38,16.00%,United Kingdom,noun,19,9
418-02-5978,B,Mandalay,Normal,Health and beauty,47.9313,84.09,9,37.8405,794.6505,D,10:54,Cash,431.3817,325.4283,287.5878,75%,1.84,48.00%,United Kingdom,noun,33,8
269-04-5750,B,Mandalay,Member,Fashion accessories,43.5538,73.82,4,14.764,310.044,D,18:31,Cash,174.2152,121.0648,106.3008,69%,1.78,16.00%,United Kingdom,noun,42,7
157-13-5295,A,Yangon,Member,Health and beauty,38.4356,51.94,10,25.97,545.37,D,18:24,Ewallet,384.356,135.044,109.074,35%,1.42,15.00%,United Kingdom,noun,27,7
645-78-8093,A,Yangon,Normal,Food and beverages,84.7574,93.14,2,9.314,195.594,D,18:09,Ewallet,169.5148,16.7652,7.4512,10%,1.15,-1.00%,United Kingdom,noun,56,4
211-30-9270,C,Naypyitaw,Normal,Health and beauty,8.705,17.41,5,4.3525,91.4025,D,15:16,Credit card,43.525,43.525,39.1725,100%,2.10,27.00%,United Kingdom,noun,75,5
755-12-3214,C,Naypyitaw,Member,Fashion accessories,23.8788,44.22,5,11.055,232.155,M,17:07,Credit card,119.394,101.706,90.651,85%,1.94,26.00%,United Kingdom,noun,20,9
346-84-3103,B,Mandalay,Member,Electronic accessories,10.1794,13.22,5,3.305,69.405,F,19:26,Cash,50.897,15.203,11.898,30%,1.36,26.00%,United Kingdom,noun,77,4
478-06-7835,A,Yangon,Normal,Fashion accessories,46.6388,89.69,1,4.4845,94.1745,N,11:20,Ewallet,46.6388,43.0512,38.5667,92%,2.02,49.00%,United Kingdom,noun,55,5
540-11-4336,A,Yangon,Normal,Food and beverages,21.6978,24.94,9,11.223,235.683,N,16:49,Credit card,195.2802,29.1798,17.9568,15%,1.21,3.00%,United Kingdom,noun,41,6
448-81-5016,A,Yangon,Normal,Health and beauty,46.0229,59.77,2,5.977,125.517,N,12:01,Credit card,92.0458,27.4942,21.5172,30%,1.36,19.00%,United Kingdom,noun,45,6
142-72-4741,C,Naypyitaw,Member,Fashion accessories,51.26,93.2,2,9.32,195.72,N,18:37,Credit card,102.52,83.88,74.56,82%,1.91,20.00%,United Kingdom,noun,30,6
217-58-1179,A,Yangon,Member,Home and lifestyle,51.9995,62.65,4,12.53,263.13,M,11:25,Cash,207.998,42.602,30.072,20%,1.27,11.00%,United Kingdom,noun,67,4
376-02-8238,B,Mandalay,Normal,Home and lifestyle,82.6056,93.87,8,37.548,788.508,F,18:42,Credit card,660.8448,90.1152,52.5672,14%,1.19,2.00%,United Kingdom,noun,48,8
530-90-9855,A,Yangon,Member,Home and lifestyle,42.3551,47.59,8,19.036,399.756,J,14:47,Cash,338.8408,41.8792,22.8432,12%,1.18,24.00%,United Kingdom,noun,30,6
866-05-7563,B,Mandalay,Member,Electronic accessories,57.794,81.4,3,12.21,256.41,S,19:43,Cash,173.382,70.818,58.608,41%,1.48,11.00%,United Kingdom,noun,64,5
604-70-6476,A,Yangon,Member,Fashion accessories,9.3288,17.94,5,4.485,94.185,S,14:04,Ewallet,46.644,43.056,38.571,92%,2.02,41.00%,United Kingdom,noun,38,7
799-71-1548,A,Yangon,Member,Electronic accessories,57.5128,77.72,4,15.544,326.424,S,16:11,Credit card,230.0512,80.8288,65.2848,35%,1.42,37.00%,United Kingdom,noun,47,9
785-13-7708,B,Mandalay,Normal,Food and beverages,67.9458,73.06,7,25.571,536.991,S,19:06,Credit card,475.6206,35.7994,10.2284,8%,1.13,16.00%,United Kingdom,noun,60,4
845-51-0542,B,Mandalay,Member,Food and beverages,42.3605,46.55,9,20.9475,439.8975,S,15:34,Ewallet,381.2445,37.7055,16.758,10%,1.15,38.00%,United Kingdom,noun,43,6
662-47-5456,C,Naypyitaw,Member,Fashion accessories,17.9469,35.19,10,17.595,369.495,S,19:06,Credit card,179.469,172.431,154.836,96%,2.06,22.00%,United Kingdom,noun,33,8
883-17-4236,C,Naypyitaw,Normal,Food and beverages,13.0949,14.39,2,1.439,30.219,S,19:44,Credit card,26.1898,2.5902,1.1512,10%,1.15,17.00%,United Kingdom,noun,37,7
290-68-2984,A,Yangon,Normal,Home and lifestyle,17.1,23.75,4,4.75,99.75,S,11:22,Cash,68.4,26.6,21.85,39%,1.46,3.00%,United Kingdom,noun,37,5
704-11-6354,A,Yangon,Member,Home and lifestyle,57.722,58.9,8,23.56,494.76,S,11:23,Cash,461.776,9.424,-14.136,2%,1.07,13.00%,United Kingdom,noun,50,9
110-48-7033,B,Mandalay,Member,Fashion accessories,19.572,32.62,4,6.524,137.004,S,14:12,Cash,78.288,52.192,45.668,67%,1.75,14.00%,United Kingdom,noun,38,9
366-93-0948,A,Yangon,Member,Electronic accessories,46.445,66.35,1,3.3175,69.6675,S,10:46,Credit card,46.445,19.905,16.5875,43%,1.50,-5.00%,United Kingdom,noun,18,10
729-09-9681,A,Yangon,Member,Home and lifestyle,22.8008,25.91,6,7.773,163.233,S,10:16,Ewallet,136.8048,18.6552,10.8822,14%,1.19,19.00%,United Kingdom,noun,48,9
151-16-1484,A,Yangon,Member,Electronic accessories,24.1875,32.25,4,6.45,135.45,S,12:38,Ewallet,96.75,32.25,25.8,33%,1.40,8.00%,United Kingdom,noun,20,7
380-94-4661,C,Naypyitaw,Member,Electronic accessories,48.7956,65.94,4,13.188,276.948,S,13:05,Credit card,195.1824,68.5776,55.3896,35%,1.42,-3.00%,United Kingdom,noun,33,7
850-41-9669,A,Yangon,Normal,Electronic accessories,58.5468,75.06,9,33.777,709.317,S,13:25,Ewallet,526.9212,148.6188,114.8418,28%,1.35,1.00%,United Kingdom,noun,27,6
821-07-3596,C,Naypyitaw,Normal,Fashion accessories,9.87,16.45,4,3.29,69.09,J,14:53,Ewallet,39.48,26.32,23.03,67%,1.75,4.00%,United Kingdom,noun,45,6
655-85-5130,B,Mandalay,Member,Fashion accessories,19.15,38.3,4,7.66,160.86,D,19:22,Cash,76.6,76.6,68.94,100%,2.10,-4.00%,United Kingdom,noun,55,6
447-15-7839,A,Yangon,Member,Food and beverages,20.2384,22.24,10,11.12,233.52,D,11:00,Cash,202.384,20.016,8.896,10%,1.15,-3.00%,United Kingdom,noun,41,4
154-74-7179,B,Mandalay,Normal,Food and beverages,49.5495,54.45,1,2.7225,57.1725,D,19:24,Ewallet,49.5495,4.9005,2.178,10%,1.15,12.00%,United Kingdom,noun,23,8
253-12-6086,A,Yangon,Member,Food and beverages,89.544,98.4,7,34.44,723.24,D,12:43,Credit card,626.808,61.992,27.552,10%,1.15,15.00%,United Kingdom,noun,43,9
808-65-0703,C,Naypyitaw,Normal,Home and lifestyle,33.6965,35.47,4,7.094,148.974,D,17:22,Credit card,134.786,7.094,0,5%,1.11,48.00%,United Kingdom,noun,45,7
571-94-0759,B,Mandalay,Member,Food and beverages,75.346,74.6,10,37.3,783.3,A,20:55,Cash,753.46,-7.46,-44.76,-1%,1.04,18.00%,United Kingdom,noun,22,10
144-51-6085,A,Yangon,Member,Home and lifestyle,69.3252,70.74,4,14.148,297.108,M,16:05,Credit card,277.3008,5.6592,-8.4888,2%,1.07,28.00%,United Kingdom,noun,65,4
731-14-2199,A,Yangon,Member,Home and lifestyle,32.3414,35.54,10,17.77,373.17,A,13:34,Ewallet,323.414,31.986,14.216,10%,1.15,45.00%,United Kingdom,noun,30,7
783-09-1637,B,Mandalay,Normal,Food and beverages,61.3613,67.43,5,16.8575,354.0075,J,18:13,Ewallet,306.8065,30.3435,13.486,10%,1.15,31.00%,United Kingdom,noun,22,6
687-15-1097,C,Naypyitaw,Member,Health and beauty,11.8272,21.12,2,2.112,44.352,M,19:17,Cash,23.6544,18.5856,16.4736,79%,1.88,37.00%,United Kingdom,noun,19,10
126-54-1082,A,Yangon,Member,Home and lifestyle,20.2476,21.54,9,9.693,203.553,J,11:44,Credit card,182.2284,11.6316,1.9386,6%,1.12,8.00%,United Kingdom,noun,41,9
633-91-1052,A,Yangon,Normal,Home and lifestyle,10.5864,12.03,2,1.203,25.263,J,15:51,Cash,21.1728,2.8872,1.6842,14%,1.19,37.00%,United Kingdom,noun,24,5
477-24-6490,B,Mandalay,Normal,Health and beauty,47.8608,99.71,6,29.913,628.173,J,16:52,Ewallet,287.1648,311.0952,281.1822,108%,2.19,27.00%,United Kingdom,noun,43,8
566-19-5475,B,Mandalay,Normal,Fashion accessories,25.4241,47.97,7,16.7895,352.5795,J,20:52,Cash,177.9687,157.8213,141.0318,89%,1.98,33.00%,United Kingdom,noun,47,6
526-86-8552,C,Naypyitaw,Member,Home and lifestyle,20.2926,21.82,10,10.91,229.11,J,17:36,Cash,202.926,15.274,4.364,8%,1.13,7.00%,United Kingdom,noun,17,7
376-56-3573,C,Naypyitaw,Normal,Fashion accessories,53.4352,95.42,4,19.084,400.764,F,13:23,Ewallet,213.7408,167.9392,148.8552,79%,1.88,3.00%,United Kingdom,noun,34,6
